Year,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CO2 Emissions,15825428,15791981,16595636,17571714,17501571,17450419,18448008,19008075,19508790,20047750,19788048,19422676,19169208,19307241,19926542,20185812,20541712,21190601,21946997,22333218,22516776,22654819,22564265,22672047,22891595,23558161,24014919,24484309,24642505,24821891,25621005,25938844,26344013,27562255,28846464,29924600,30943465,32112597,32307311,31897679,33848414,34911315,35380008,36066771,36290322,36158867,36256053,36890306,37831881,37824922,35944484,38082177,38522011
