"Model","Scenario","Region","Variable","Unit","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"GCAM 6.0 NGFS","Fragmented World (version: 1)","World","Emissions|HFC|HFC134a","kt HFC134a/yr",245.7555103,238.6196509,253.4758924,222.8079193,212.9154262,186.7432849,153.646226,85.86651808,60.93540348,71.78721539,88.49226577,106.208072,122.447328,138.2190809,156.3473819,175.9559491,199.1971646
"GCAM 6.0 NGFS","Fragmented World (version: 1)","World","Emissions|SF6","kt SF6/yr",3.298968551,3.907109413,4.55327005,4.027729607,3.911375964,4.086815098,3.823827889,3.993217631,4.235712448,4.65292237,5.036227293,5.366158309,5.648272067,5.912662491,6.133454948,6.335055718,6.498160806
"GCAM 6.0 NGFS","Fragmented World (version: 1)","World","Emissions|HFC|HFC245fa","kt HFC245fa/yr",3.703861511,4.10938159,6.90644072,7.25379899,7.62275326,8.01568481,8.40596127,9.04076547,9.59674891,10.24702126,10.83919371,11.3706817,11.86448374,12.31952269,12.70308734,13.02063674,13.31541937
"GCAM 6.0 NGFS","Fragmented World (version: 1)","World","Emissions|CO2|AFOLU","Mt CO2/yr",1347.945931,1234.35787,1122.355565,813.6676801,505.3540224,186.5780863,-131.1324108,-132.9086431,-133.5153146,-134.0762587,-133.8552921,-133.2423068,-132.5822379,-132.0201821,-131.6337698,-131.3626143,-131.1870326
"GCAM 6.0 NGFS","Fragmented World (version: 1)","World","Emissions|CH4","Mt CH4/yr",320.8162358,332.3504411,349.4729361,347.2077292,350.5116214,356.2055782,356.8887661,360.8613641,361.8765814,363.7665381,364.1383825,364.2890792,364.9630376,364.7832784,363.3340476,361.3000156,358.4390594
"GCAM 6.0 NGFS","Fragmented World (version: 1)","World","Emissions|CO","Mt CO/yr",756.1197484,691.3916291,619.6859837,602.7435346,558.0071873,515.1056977,484.7573288,456.0408679,437.1004803,426.1921242,419.1922425,416.6210107,420.2373891,424.1421394,426.7676335,429.5407897,433.0096621
"GCAM 6.0 NGFS","Fragmented World (version: 1)","World","Emissions|HFC|HFC125","kt HFC125/yr",66.0723615,78.511171,98.499807,93.4389202,91.9848599,86.2944163,77.8085591,51.35756697,41.29039068,46.5952458,52.46065059,57.7291314,61.8021148,65.2948069,69.0913708,72.7449527,77.2364106
"GCAM 6.0 NGFS","Fragmented World (version: 1)","World","Emissions|HFC|HFC227ea","kt HFC227ea/yr",3.54645232,3.63248198,4.22947837,4.26382514,4.29018403,4.34777276,4.41237339,4.24866962,3.87560373,3.1593229,2.73997019,2.54158451,2.18950163,1.84651776,1.65600828,1.36694636,0.970895037
"GCAM 6.0 NGFS","Fragmented World (version: 1)","World","Emissions|VOC","Mt VOC/yr",180.5678025,173.8046079,164.1189226,166.4733599,161.3752936,155.4729706,151.3974531,147.7677873,145.4324108,144.3821165,143.3105433,143.4244619,145.1613119,146.7214565,148.1602884,149.7498795,151.3454688
"GCAM 6.0 NGFS","Fragmented World (version: 1)","World","Emissions|C2F6","kt C2F6/yr",1.374271487,1.5602456,1.766528029,1.590197222,1.611095932,1.624456176,1.567628171,1.534349407,1.487303879,1.498850441,1.489864209,1.470190984,1.447032586,1.426130346,1.395668049,1.362793173,1.317319604
"GCAM 6.0 NGFS","Fragmented World (version: 1)","World","Emissions|Sulfur","Mt SO2/yr",61.32686395,53.6384474,48.5868274,42.32482274,37.40443231,33.51204144,31.15591157,29.85869413,28.77748869,28.16719473,27.42981867,26.54380468,25.77958157,25.04796569,24.3388123,23.87534046,23.20927134
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|CO2","Mt CO2/yr",36039.00478,35050.67672,27470.58728,20135.2307,12797.3795,5565.597499,-1933.313342,-4415.384993,-5657.447004,-6004.793222,-6293.359445,-6543.889931,-6766.509229,-6978.697288,-7177.222142,-7343.348414,-7503.497936
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr",34691.05885,34253.37063,27224.09762,20439.45356,13652.3103,6971.058045,22.13685088,-2458.770635,-3701.474817,-4048.740034,-4337.409542,-4588.096666,-4810.868099,-5023.174431,-5221.777807,-5387.932057,-5548.103048
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|HFC|HFC23","kt HFC23/yr",12.31255524,13.92009278,13.79425548,14.07052807,14.10212706,13.07861163,13.11247946,13.01981972,13.04189235,13.22828172,13.22746784,13.02305566,12.6838906,12.31703026,11.97093688,11.71428846,11.45474641
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|HFC|HFC143a","kt HFC143a/yr",71.8350187,78.7682952,78.96544031,69.07021472,64.1819119,46.31504725,36.78853248,23.4377581,20.0424119,21.4630777,21.7613846,21.1308405,19.8787029,18.5541187,17.2457828,16.5205745,15.8138583
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|NH3","Mt NH3/yr",58.15787467,61.17602079,62.01204276,64.00091839,65.5398179,66.12069982,68.68297344,67.07903427,68.42234509,69.84289791,70.96189989,71.78314802,72.19570112,72.39807199,72.47241598,72.4123439,72.29763865
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|F-Gases","Mt CO2-equiv/yr",1236.47265,1292.424909,1215.422086,1088.358619,1014.641523,798.7157127,708.7704119,562.3742201,525.6850733,538.7470196,539.5240104,528.106202,508.2725341,488.5173932,470.2333815,456.8043467,443.1521457
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|PFC","kt CF4-equiv/yr",5.929293151,6.361895704,5.592192183,5.282356058,4.89350302,3.979763099,3.958560049,3.847626359,3.774369578,3.697825613,3.551422636,3.334013222,3.067620175,2.769028934,2.446659061,2.100164489,1.83114287
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|HFC","kt HFC134a-equiv/yr",448.9210178,436.9485175,394.0073376,340.7479631,308.4637831,231.86456,196.4024349,134.2315401,113.7811054,112.0129384,107.3625856,99.87510886,91.13433921,84.71559993,80.2358757,76.8455585,73.98505223
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|BC","Mt BC/yr",6.302318436,5.762694616,5.089426661,4.367292722,3.702817054,3.001908861,3.038859147,2.142938924,2.070333761,1.956338561,1.917996892,1.88611144,1.856886338,1.82651019,1.798656932,1.773321434,1.755941119
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|CF4","kt CF4/yr",4.555021664,4.875732694,4.42118971,4.189095038,3.867238556,3.050978682,3.016166271,2.904230659,2.820300736,2.732422663,2.587180091,2.384522613,2.142643736,1.872762834,1.581064122,1.266310175,1.024938318
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|N2O","kt N2O/yr",9124.674656,9349.467659,8578.379296,8323.317331,8153.182821,7954.260459,8456.222509,8030.246659,8262.330238,8476.823381,8633.516051,8735.773458,8797.894321,8825.398015,8834.673808,8801.259523,8763.812218
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|OC","Mt OC/yr",25.86906277,25.07680737,23.02364686,20.89006703,18.68668038,17.17909478,20.68529437,14.87561125,15.10420124,14.36205724,14.22890317,14.12727572,14.04478821,13.96151811,13.88847097,13.77655962,13.70922719
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|HFC|HFC32","kt HFC32/yr",5.209178883,5.725645572,5.749248872,5.028795494,4.67259584,3.371568861,2.678226709,1.70855316,1.46120507,1.5648653,1.58667562,1.54075415,1.44949331,1.35294949,1.25758869,1.20476198,1.153281617
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|NOx","Mt NO2/yr",120.8096487,110.6637583,89.35192207,70.98824486,57.26190025,42.90907315,37.74796092,30.4359127,28.61798576,28.01966903,27.81392301,27.58645041,27.32033522,27.04596832,26.91450574,26.73446322,26.66327061
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|HFC|HFC134a","kt HFC134a/yr",245.7557521,221.0335458,180.5866489,148.8460498,128.1139075,89.80518835,72.44304231,38.94775811,27.49105491,25.13072579,22.46088134,19.38476151,16.52028468,14.83969363,14.03243834,13.16753725,12.278859
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|SF6","kt SF6/yr",3.298970164,3.722791756,3.002625452,2.719245925,2.564687258,2.541859963,2.866952976,3.184562111,3.490374266,3.711892318,3.900349192,4.030397227,4.118934973,4.185181288,4.226152477,4.256064676,4.268625837
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|HFC|HFC245fa","kt HFC245fa/yr",3.703861421,3.80931853,5.72996497,5.8806446,6.00338005,6.15033275,6.57279306,7.00335784,7.52559997,8.06614761,8.56941242,8.9984923,9.37888428,9.71145855,10.01874797,10.27912545,10.5151033
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|CO2|AFOLU","Mt CO2/yr",1347.945931,797.3060817,246.4896584,-304.2228613,-854.9308018,-1405.460547,-1955.450192,-1956.614358,-1955.972187,-1956.053188,-1955.949904,-1955.793265,-1955.64113,-1955.522857,-1955.444335,-1955.416357,-1955.394889
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|CH4","Mt CH4/yr",320.816237,326.6226473,287.9192101,265.2670771,253.4070586,237.6270066,238.2769115,219.6844133,221.8226232,224.9492707,226.44543,227.1280962,227.0099542,226.5060807,225.3635004,222.6558547,220.0012948
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|CO","Mt CO/yr",756.1196275,701.6252638,607.4866009,544.427359,476.7534403,416.2732649,465.7669702,335.995251,333.3124889,315.3713535,310.0603213,305.8515882,303.1014676,300.8756123,299.3825496,296.8009654,295.3299704
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|HFC|HFC125","kt HFC125/yr",66.0724081,72.5685555,72.83174164,63.7037175,59.19246849,42.71317308,33.9313978,21.6441737,18.5093017,19.8211463,20.0966231,19.5144042,18.3580861,17.1348878,15.9266625,15.2569482,14.604272
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|HFC|HFC227ea","kt HFC227ea/yr",3.54645232,3.63360228,4.22091247,4.24611391,4.2872944,4.34344086,4.40716675,4.23963935,3.86112192,3.14204504,2.72410556,2.51559626,2.14783938,1.77964567,1.54830899,1.193943858,0.701181482
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|VOC","Mt VOC/yr",180.5677894,175.6050046,159.4602683,148.8748514,135.1826129,121.3274625,131.5581209,104.6411607,105.3698717,103.1353204,103.0429616,103.00884,103.7326274,104.3737095,104.8980997,105.6371971,106.3925987
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|C2F6","kt C2F6/yr",1.374271487,1.486163011,1.171002473,1.09326102,1.026264463,0.928784417,0.942393778,0.9433957,0.954068841,0.96540295,0.964242545,0.949490609,0.924976439,0.896266101,0.865594938,0.833854315,0.806204552
"GCAM 6.0 NGFS","Low demand (version: 1)","World","Emissions|Sulfur","Mt SO2/yr",61.32685302,54.5502955,38.86060414,29.5967329,23.25167889,18.50963945,17.52303104,15.56470378,14.54998216,14.57403518,14.44031235,14.10028888,13.66329854,13.11826223,12.52620118,11.95824762,11.34322897
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|CO2","Mt CO2/yr",36039.00354,36610.29247,34842.73089,34724.01557,34261.30215,33447.79134,32144.70705,30718.47637,29122.38859,27499.80013,25948.58179,24579.38441,23177.21692,21821.56339,20506.10592,19089.2692,17659.0374
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr",34691.05761,35490.53679,33949.42355,34057.5315,33823.222,33238.71822,32164.85262,30967.79485,29600.95018,28207.6923,26885.89193,25516.49103,24114.17377,22758.40604,21442.86257,20025.98078,18595.73318
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|HFC|HFC23","kt HFC23/yr",12.31255532,14.75430268,16.73611848,18.02197949,18.91627834,19.49752202,19.64116499,19.46824873,19.09178069,18.55336877,17.95975031,17.42013754,17.13864108,16.46365845,15.8415305,15.30252701,14.77807366
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|HFC|HFC143a","kt HFC143a/yr",71.8349508,85.0093447,104.101209,105.6803683,104.3965404,98.1380352,93.327451,79.07869624,75.93963584,74.3157132,71.2637445,66.3175477,59.97001459,52.12169281,42.64158043,37.7370436,35.6071478
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|NH3","Mt NH3/yr",58.15787962,61.91932482,64.91782742,67.84987382,70.44213528,72.95080155,75.16144352,77.14208751,78.73874715,80.03677077,81.0526284,81.96276435,82.71795876,83.20614339,83.5102448,83.58480736,83.48944576
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|F-Gases","Mt CO2-equiv/yr",1236.47169,1386.931381,1593.257224,1634.156169,1635.980588,1578.883003,1494.040241,1300.187574,1258.924515,1245.537738,1214.109426,1155.57313,1079.618454,976.6755817,846.7316029,771.7663869,727.1047167
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|PFC","kt CF4-equiv/yr",5.929293292,6.737045485,7.556437885,8.182742854,8.57072913,8.818691133,8.263439096,8.067571637,7.699782686,7.537194332,7.352535757,7.080924513,6.799396571,6.384138616,5.821696646,5.207350368,4.490169196
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|HFC","kt HFC134a-equiv/yr",448.9206021,468.9785132,515.994629,520.7476869,516.2054101,487.2921548,442.3677579,355.8343329,342.7151613,340.9810915,331.3745307,309.3306534,278.1017747,237.7795818,184.894239,155.5982581,141.5233344
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|BC","Mt BC/yr",6.302320343,5.673115303,5.146270739,4.797534687,4.491188907,4.226447726,3.970216562,3.810386147,3.656803136,3.532428836,3.422279343,3.328899136,3.250958862,3.194592535,3.148408548,3.094027406,3.044025612
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|CF4","kt CF4/yr",4.555021794,5.174945206,5.932603561,6.414399886,6.725783306,6.938832662,6.416688439,6.261437724,6.039145292,5.907890973,5.747024719,5.515775802,5.278689565,4.92744201,4.442655254,3.907125817,3.281789766
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|N2O","kt N2O/yr",9124.674803,9681.307607,9983.372582,10386.96808,10634.26067,11066.69522,11355.22609,11522.49656,11749.19976,12014.95288,12235.44664,12419.85923,12557.31539,12646.53911,12661.56677,12658.07824,12620.39964
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|OC","Mt OC/yr",25.86906548,24.57073311,22.29809427,21.45387183,20.19940442,19.20632862,18.41021762,17.93769583,17.37729083,16.93016028,16.46066453,16.09777836,15.77985468,15.53059786,15.31961232,15.04216918,14.81663788
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|HFC|HFC32","kt HFC32/yr",5.209173833,6.17776889,7.57498094,7.68752489,7.59225795,7.13490282,6.78321782,5.746769408,5.514911083,5.39374499,5.170033337,4.810640345,4.351460544,3.785924384,3.104740066,2.75161969,2.596401222
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|NOx","Mt NO2/yr",120.8096602,105.8397067,93.62975085,85.38751604,80.71779874,77.43698718,74.54255058,72.71678682,71.074829,69.60367043,68.29412158,67.03701061,66.3220046,65.60385734,64.8445312,64.06969926,63.24211302
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|HFC|HFC134a","kt HFC134a/yr",245.7554663,239.4238015,246.3793911,245.6429191,241.980096,223.4743225,186.9418815,129.9556528,125.2426884,129.6900861,128.8931687,119.7833003,104.6796824,84.5117468,55.84786074,39.95886823,31.56904363
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|SF6","kt SF6/yr",3.298968081,3.901666705,4.200625115,4.398103966,4.38387248,4.660492014,4.918912284,5.011193723,4.99450887,5.176477192,5.373457654,5.514586254,5.603022318,5.638189443,5.575728531,5.553744457,5.494593769
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|HFC|HFC245fa","kt HFC245fa/yr",3.703861521,4.10803283,6.72635901,7.26052867,7.77182015,8.27018813,8.77561909,9.31821965,9.89671682,10.45627044,10.978843,11.46227249,11.90842093,12.3142919,12.66652203,12.93149229,13.15594736
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|CO2|AFOLU","Mt CO2/yr",1347.945935,1119.75568,893.3073431,666.4840786,438.0801522,209.0731246,-20.14556766,-249.3184728,-478.5615908,-707.8921641,-937.3101371,-937.106614,-936.9568532,-936.8426493,-936.7566584,-936.7115801,-936.6957847
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|CH4","Mt CH4/yr",320.8162472,332.5120526,344.3378346,355.6747709,361.0108711,369.2012117,370.0392649,371.6404582,371.8791033,369.7827978,364.9360786,358.937092,352.6265345,345.0615603,336.9472518,330.4044309,324.1574665
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|CO","Mt CO/yr",756.1197666,689.7680811,621.1922413,581.5792591,539.8325746,513.0949596,489.1171702,473.0712528,455.9699178,441.9666314,430.1513429,423.1291653,419.0746591,415.677393,412.5283182,409.0010737,406.4119341
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|HFC|HFC125","kt HFC125/yr",66.0723512,78.302082,95.9666441,97.3943668,96.190994,90.3983716,85.9454804,72.81287948,69.87828569,68.3477681,65.5162364,60.9627672,55.14177297,47.96941931,39.32726998,34.8482628,32.8815205
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|HFC|HFC227ea","kt HFC227ea/yr",3.54645232,3.63228738,4.22091422,4.26678267,4.32158584,4.38275019,4.44216294,4.28433611,3.89280529,3.15907383,2.74348907,2.53672704,2.17004821,1.79982388,1.558507915,1.197656158,0.705813582
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|VOC","Mt VOC/yr",180.5678023,173.0344495,163.393109,160.925225,157.6033894,156.3215257,154.9427331,154.6250894,153.251705,151.3214021,148.7835717,147.5618197,147.1203964,146.6347356,146.4012413,146.1161101,145.8132418
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|C2F6","kt C2F6/yr",1.374271498,1.562100279,1.623834324,1.768342968,1.844945825,1.879858472,1.846750657,1.806133913,1.660637395,1.629303358,1.605511039,1.565148711,1.520707006,1.456696607,1.379041392,1.300224551,1.20837943
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs) (version: 1)","World","Emissions|Sulfur","Mt SO2/yr",61.32686764,52.45651559,46.31177696,42.83946029,40.25746356,37.97299219,35.88272324,33.47623257,31.306369,29.60820701,28.08510411,26.64934374,25.34428421,23.91507859,22.74107111,21.48591825,20.27686685
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|CO2","Mt CO2/yr",36039.00785,34524.25735,25084.73082,17372.60887,10572.97911,3467.526991,-3614.15108,-5868.262983,-6923.220482,-7169.985093,-7352.230708,-7497.558213,-7619.464555,-7740.685051,-7869.809568,-7980.049369,-8098.224326
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr",34691.06195,33731.50954,24846.00048,17687.99782,11442.40146,4891.335398,-1636.768501,-3889.334386,-4944.83981,-5191.49203,-5373.814135,-5519.299035,-5641.365143,-5762.702068,-5891.894726,-6002.157944,-6120.348394
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|HFC|HFC23","kt HFC23/yr",12.31255522,14.4566126,14.75204785,15.06925893,15.04612146,14.15178326,14.17143582,14.11907774,14.11276659,14.36774791,14.37578955,14.11433385,13.70084021,13.2718869,12.88479306,12.61174024,12.33808509
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|HFC|HFC143a","kt HFC143a/yr",71.8349592,80.5155284,80.82684907,74.80837925,69.45002809,48.88178023,38.58350924,24.0656484,20.1224681,21.6088634,21.8882238,21.0653498,19.6758333,18.2190877,16.8842604,16.1068166,15.3839187
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|NH3","Mt NH3/yr",58.15787902,61.45534688,62.90855464,64.80753598,66.30328384,66.53088353,69.24516862,67.75422212,68.97738227,70.45967556,71.58687599,72.40350429,72.73913092,72.8564133,72.88193579,72.79293362,72.65266177
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|F-Gases","Mt CO2-equiv/yr",1236.471861,1312.810274,1243.136593,1153.77862,1088.526747,857.4696234,761.564084,605.69343,562.6444516,577.5591484,578.2369917,564.0578655,541.618386,519.4803028,499.9300598,485.4915955,471.3518562
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|PFC","kt CF4-equiv/yr",5.92929304,6.278989487,5.644533234,5.321693068,5.000054537,4.318815419,4.307502106,4.219505981,4.140026453,4.065069136,3.904811588,3.65783879,3.358812267,3.028017906,2.673022182,2.29510955,2.01056427
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|HFC","kt HFC134a-equiv/yr",448.9206905,440.7946348,399.2585415,357.7153756,328.9739803,246.1977442,208.837223,141.9482021,119.32695,117.8344097,113.2030368,105.2545428,96.11845928,89.3071957,84.63584999,81.07663991,78.20943432
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|BC","Mt BC/yr",6.302319205,5.448884984,4.612753366,3.927563534,3.332094801,2.641141,2.856487548,1.995416256,1.944883071,1.852474223,1.830726848,1.812641114,1.793296686,1.769059379,1.743485864,1.720930848,1.705951975
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|CF4","kt CF4/yr",4.555021563,4.867660874,4.47882467,4.214022871,3.9171757,3.301175437,3.273417921,3.178049995,3.086712494,2.997428939,2.838941937,2.61016243,2.3401025,2.042425924,1.721658481,1.377708884,1.122203489
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|N2O","kt N2O/yr",9124.675051,9104.160587,8269.986046,8109.002926,8055.90996,7875.185692,8443.215586,7986.255252,8168.294293,8382.323865,8528.844524,8620.629131,8672.320366,8685.075567,8680.782898,8644.370271,8600.23584
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|OC","Mt OC/yr",25.86906483,23.60448395,21.25504483,19.24267425,17.49902367,16.20075888,20.55516838,14.51637674,14.7906294,14.17503128,14.0922538,14.03630558,13.98757929,13.92095566,13.8383721,13.73508607,13.67192193
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|HFC|HFC32","kt HFC32/yr",5.209174853,5.853183989,5.885559115,5.447007398,5.056539509,3.558415378,2.808726866,1.75422341,1.46695199,1.57542375,1.59586477,1.53592073,1.4346475,1.32847381,1.23118918,1.17455963,1.121905783
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|NOx","Mt NO2/yr",120.8096547,101.4869634,76.88346008,61.10166578,49.9515067,36.83832516,34.44996097,27.51651831,25.82782991,25.22723411,25.14192294,25.11193393,25.00378533,24.90099448,24.85567657,24.77852077,24.81788969
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|HFC|HFC134a","kt HFC134a/yr",245.7555242,221.7079713,181.743536,153.8512521,136.9121254,96.10673831,78.02569986,41.8068519,29.11410403,26.69740827,23.98249357,20.85970222,17.95561812,16.2457005,15.41765473,14.54626457,13.64681133
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|SF6","kt SF6/yr",3.298968803,3.66921198,2.842378214,2.625426423,2.759266041,2.963986671,3.334050272,3.760115484,4.063833305,4.296500491,4.483785793,4.604886562,4.684940542,4.74197451,4.772476439,4.793716531,4.802688746
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|HFC|HFC245fa","kt HFC245fa/yr",3.703861511,4.02525243,6.36873183,6.54536692,6.7690087,7.08225866,7.58511994,8.13093636,8.75724688,9.37988098,9.95582342,10.43590134,10.86222831,11.24065496,11.59440208,11.9112809,12.18913834
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|CO2|AFOLU","Mt CO2/yr",1347.945899,792.7478152,238.7303344,-315.3889548,-869.4223427,-1423.808406,-1977.382579,-1978.928598,-1978.380673,-1978.493063,-1978.416573,-1978.259178,-1978.099411,-1977.982983,-1977.914842,-1977.891425,-1977.875933
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|CH4","Mt CH4/yr",320.8162403,316.2325581,272.2087516,257.4524478,247.5658193,232.602527,234.4653799,214.9139668,215.4195178,218.5279431,219.685296,220.0194892,220.0138411,219.4992016,218.1315302,215.2702858,212.830466
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|CO","Mt CO/yr",756.1197126,662.6823807,569.0289773,501.3923254,437.0961093,378.9354217,450.0436207,318.3091744,317.6732298,302.6354202,299.3705276,297.589614,296.1901379,294.7384882,293.4078046,291.375983,290.3141913
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|HFC|HFC125","kt HFC125/yr",66.0723615,74.1830409,74.55752929,69.00082704,64.05569113,45.08068975,35.585357,22.2232625,18.5825675,19.9552864,20.213265,19.4534667,18.1703621,16.8251866,15.5925663,14.8746675,14.2071067
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|HFC|HFC227ea","kt HFC227ea/yr",3.54645232,3.63055668,4.21466958,4.24606131,4.2872944,4.34344086,4.40716675,4.23963935,3.86112192,3.14204504,2.72410556,2.51559626,2.14783938,1.77964567,1.54830899,1.193943858,0.701181482
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|VOC","Mt VOC/yr",180.5678047,167.531696,150.4015165,138.4486219,126.9101794,114.4578315,129.6677604,102.8176181,104.1883549,102.735775,103.3063464,104.4903286,105.7342668,106.6147035,107.6557201,108.7760299,109.7861034
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|C2F6","kt C2F6/yr",1.374271477,1.411328613,1.165708565,1.107670197,1.082878837,1.017639982,1.034084185,1.041455985,1.053313959,1.067640196,1.065869651,1.047676361,1.018709767,0.985591982,0.9513637,0.917400666,0.888360781
"GCAM 6.0 NGFS","Net Zero 2050 (version: 1)","World","Emissions|Sulfur","Mt SO2/yr",61.32686461,48.75467828,30.79055127,23.24340257,19.28351021,16.26469763,15.80308561,13.97378483,13.55261757,13.67244369,13.68203346,13.49403392,13.16025629,12.69866154,12.18374234,11.6708601,11.08078767
"© NGFS Phase 4 Scenario Explorer https://data.ene.iiasa.ac.at/ngfs"
